Temperature,Humidity,Occupancy,AC_Hours,Appliance_Hours,Day_Type
42.57,67.08,2,4.98,13.53,1
43.33,70.48,3,4.6,9.71,0
31.12,35.68,4,10.59,7.44,1
18.2,36.82,4,14.62,4.41,0
36.4,68.03,3,4.95,14.31,0
36.87,43.17,3,11.64,18.1,1
37.66,75.65,1,1.82,9.2,0
30.09,81.98,5,2.47,16.92,0
30.64,63.66,2,12.59,19.55,1
17.5,76.83,4,14.66,9.05,0
42.63,66.05,6,9.95,19.31,1
30.37,24.52,7,0.63,5.76,0
28.64,70.82,1,6.72,3.97,0
36.6,69.28,6,13.88,3.6,0
19.11,80.18,3,4.14,9.21,1
22.41,63.55,7,6.27,6.56,0
34.11,85.03,2,4.04,14.85,0
43.39,37.75,7,5.14,18.21,0
43.17,81.75,2,4.18,17.97,1
36.42,40.93,6,4.98,7.95,1
16.18,34.51,2,10.52,6.02,0
34.27,75.79,7,8.13,1.99,0
20.03,58.89,3,6.43,15.31,1
33.45,48.28,1,9.64,17.14,1
39.94,84.83,3,13.72,4.43,0
26.6,40.6,5,7.65,18.18,0
39.12,59.4,4,0.74,4.37,0
39.54,70.47,1,11.68,16.18,1
43.93,23.96,7,4.1,18.03,1
36.58,92.28,4,0.7,10.35,0
22.15,67.66,5,13.17,2.04,0
28.32,47.5,6,3.64,16.83,0
26.13,61.6,6,11.87,3.38,0
40.48,50.63,3,11.63,2.14,0
34.27,25.77,4,2.08,7.79,0
36.97,31.54,5,14.41,15.59,1
15.17,62.77,5,8.09,18.56,0
20.13,77.96,2,4.41,6.11,1
25.41,56.16,3,13.75,2.39,0
34.7,32.19,1,8.4,19.12,1
37.2,93.25,2,4.87,13.94,0
32.85,31.76,1,9.09,15.59,0
36.85,81.3,4,7.35,11.48,0
15.93,88.35,4,8.91,3.59,0
43.43,65.78,7,5.77,19.74,1
42.81,80.9,2,11.29,10.44,1
43.87,47.83,6,9.14,2.99,0
37.39,20.15,7,15.64,12.11,0
21.04,57.94,2,6.57,7.67,0
28.75,71.93,6,8.53,15.12,0
33.23,66.37,2,0.79,7.38,0
33.48,73.73,7,1.96,5.78,0
34.53,61.86,4,10.9,7.52,1
23.76,71.41,4,11.63,3.76,0
32.87,73.7,1,11.17,12.2,0
42.99,81.91,6,6.76,10.85,0
15.62,61.16,3,0.88,4.15,0
26.53,46.51,3,1.72,11.9,0
39.35,61.03,1,1.57,14.94,0
33.34,75.42,4,15.49,10.55,1
43.74,75.31,5,11.96,1.65,0
38.13,34.14,5,3.83,15.76,0
30.32,82.89,2,13.48,2.85,1
31.63,20.45,6,11.3,10.92,0
28.62,59.46,3,13.78,7.87,1
31.82,92.12,7,15.79,5.65,0
24.47,76.06,2,0.31,7.85,1
43.12,67.67,3,6.49,2.62,1
26.91,34.19,2,12.45,4.14,1
26.29,26.38,6,8.43,13.49,0
28.82,90.35,2,3.3,6.91,0
44.6,45.36,5,8.94,14.45,0
33.02,21.78,4,0.21,6.8,0
41.66,42.0,7,4.94,17.54,0
37.57,21.08,2,2.14,8.26,0
41.84,78.75,7,8.08,15.59,0
22.4,32.51,1,2.46,1.15,0
31.62,60.2,4,1.92,2.19,0
25.49,48.48,5,10.36,16.43,0
34.29,26.5,4,12.83,14.59,0
26.96,45.81,7,0.87,14.02,0
15.54,44.47,6,10.99,3.38,0
37.15,94.36,2,3.63,13.14,0
15.66,29.42,3,9.66,11.77,0
39.52,72.28,1,0.75,9.58,1
31.4,22.11,5,2.26,18.95,0
15.73,55.63,1,7.4,17.08,0
39.09,46.31,4,2.83,7.7,0
17.07,44.59,3,6.75,9.3,1
23.47,80.99,5,10.85,19.46,0
42.63,63.84,6,15.27,18.06,0
41.78,67.1,5,3.6,4.03,1
28.73,63.56,1,5.29,18.02,1
21.99,44.77,4,12.9,16.51,0
36.79,21.9,7,7.84,3.4,0
42.63,26.53,1,2.83,5.98,0
17.45,50.41,7,0.35,5.12,0
17.07,56.01,5,9.02,13.15,0
44.82,80.01,3,8.67,8.36,1
41.76,37.61,2,6.92,16.96,0
35.92,31.97,5,4.14,5.83,0
21.66,81.72,4,13.86,13.86,0
17.22,27.94,1,9.66,14.44,1
19.97,33.93,5,12.09,6.88,1
32.23,47.94,3,1.15,2.88,1
28.57,92.82,1,0.66,5.8,1
39.48,48.62,6,7.03,6.42,0
21.57,55.08,6,9.57,17.09,0
29.5,36.89,4,3.39,2.89,0
40.63,23.84,2,12.84,9.37,0
22.57,34.4,1,13.95,11.4,0
16.81,58.72,2,8.33,1.93,1
38.41,51.17,6,7.71,18.27,0
17.09,62.41,2,4.46,2.52,0
24.57,78.35,7,5.96,15.09,1
24.81,75.62,4,6.19,8.97,1
18.48,34.62,3,11.38,4.2,0
42.29,92.5,7,9.6,11.79,0
44.74,67.16,5,4.54,5.82,0
17.08,76.35,4,4.0,17.99,0
22.97,30.75,6,12.48,16.94,0
27.86,47.12,3,4.98,13.57,1
36.23,47.24,5,14.89,5.7,0
33.06,81.98,6,6.24,13.02,0
16.98,30.17,6,1.42,5.72,0
41.05,81.54,4,11.38,5.3,1
31.48,61.13,6,12.44,6.08,0
36.92,84.4,4,5.9,14.08,0
20.84,66.52,6,6.59,4.91,0
16.87,89.97,2,8.23,4.77,0
39.18,28.44,1,5.43,13.96,0
38.55,83.64,6,14.68,10.6,1
33.45,35.32,4,5.63,17.98,0
36.72,60.0,5,13.09,6.11,0
22.53,89.2,3,15.76,16.07,0
20.61,21.44,2,13.32,17.1,0
15.8,48.43,7,12.14,6.83,1
36.92,39.42,4,7.32,11.7,0
25.91,59.11,1,8.2,9.54,0
32.79,47.91,5,4.72,6.29,0
38.96,43.27,7,2.55,6.63,0
40.88,76.85,7,10.02,8.21,1
22.51,77.96,4,13.62,2.79,0
37.36,32.8,2,7.18,3.64,0
36.94,25.98,7,11.77,3.41,0
33.24,50.37,2,12.32,14.8,0
37.65,26.17,4,14.17,5.67,0
42.89,73.55,2,6.99,4.5,0
44.99,79.87,2,10.68,19.29,0
22.96,32.43,2,0.77,1.06,1
37.23,33.93,4,10.71,18.11,0
24.42,71.1,1,5.92,14.24,0
27.15,93.17,4,11.41,14.67,1
35.01,89.18,4,13.35,15.0,0
16.53,58.28,7,7.51,18.32,0
21.47,51.19,3,9.95,16.91,1
44.28,46.59,2,6.12,10.71,1
17.56,92.84,1,15.45,3.33,1
33.99,44.51,2,1.4,3.92,0
44.98,70.66,3,0.76,11.52,0
19.11,69.63,3,0.13,17.94,1
31.81,52.65,3,8.16,14.95,0
28.51,58.29,2,4.02,2.27,1
20.6,21.03,2,0.57,19.27,0
41.72,31.59,3,13.49,7.86,1
39.53,48.66,3,1.1,13.06,0
32.96,66.87,5,10.24,7.95,1
36.21,64.83,5,6.27,10.67,0
39.05,84.95,1,11.6,5.03,0
41.06,70.08,3,3.58,11.81,0
19.68,82.46,3,6.52,7.25,0
18.94,38.82,6,10.21,3.61,0
19.2,80.41,2,12.96,1.43,0
41.76,27.9,2,2.32,18.32,0
27.53,38.98,1,12.35,8.3,1
42.45,60.57,2,16.0,8.75,0
17.13,45.73,6,13.36,18.76,0
39.77,58.58,7,2.46,3.94,1
30.31,73.07,4,6.65,6.91,1
23.55,76.24,6,13.46,2.81,1
30.57,87.27,6,9.86,19.36,0
40.61,21.27,5,12.64,14.35,0
19.1,72.75,3,10.53,13.51,0
23.86,78.61,1,13.68,11.07,0
36.89,77.73,5,8.03,16.05,1
16.88,54.45,2,15.58,7.25,0
43.22,53.5,2,1.75,5.32,1
40.33,94.02,7,6.34,9.19,0
41.13,26.01,5,12.72,14.4,0
18.21,58.86,4,5.71,11.86,0
26.11,36.37,4,5.37,12.22,0
36.07,92.15,6,3.24,3.14,0
17.2,79.72,3,6.01,15.75,0
23.69,67.83,3,14.87,10.64,0
40.91,69.67,2,13.62,6.82,0
23.61,27.25,6,5.7,17.14,0
41.41,38.12,4,11.03,12.91,1
32.31,38.4,4,12.64,18.21,0
19.23,21.13,5,4.61,10.15,0
22.97,27.76,2,11.93,6.26,0
21.15,56.38,4,0.53,9.17,0
35.12,77.4,1,10.09,12.06,0
40.49,39.23,1,11.46,19.68,0
27.81,65.5,7,3.79,8.63,1
30.82,21.2,1,0.11,11.21,0
35.57,32.14,5,8.79,5.68,0
28.88,71.97,5,11.46,7.77,0
22.78,29.26,3,10.56,19.76,0
33.7,25.1,3,7.51,11.52,1
32.66,65.73,7,6.84,10.52,0
41.12,58.85,7,12.21,19.56,0
32.53,63.74,6,10.94,10.74,0
17.63,48.75,5,7.09,19.13,0
26.03,63.48,3,12.95,8.69,1
25.46,39.5,3,15.27,14.01,0
33.17,87.17,5,15.85,3.79,1
38.61,45.3,7,10.2,7.15,0
37.91,70.33,5,15.66,14.28,0
18.83,70.83,6,8.75,5.79,0
40.86,49.77,6,4.51,12.24,0
16.11,70.35,7,9.88,4.08,1
15.59,91.86,7,5.87,14.31,0
34.51,24.09,2,4.92,13.18,0
17.9,32.6,4,1.32,2.23,0
43.24,90.43,5,15.22,2.16,0
35.04,65.78,6,12.6,5.56,0
30.43,68.13,6,12.89,15.29,0
41.73,72.47,5,5.28,14.03,1
29.06,31.05,6,5.25,10.54,0
40.25,89.65,4,11.96,3.23,1
42.66,92.64,7,7.52,10.42,0
23.08,41.86,4,12.2,13.42,0
31.22,61.93,6,4.35,17.95,1
36.21,53.68,1,12.58,7.6,1
22.26,50.11,4,10.88,16.92,0
34.99,24.28,5,3.22,9.49,0
33.55,38.73,4,9.21,18.42,1
35.07,69.37,3,13.16,12.15,1
33.54,32.2,1,15.23,19.38,0
15.64,35.11,1,9.45,9.5,1
40.66,88.12,1,11.29,11.25,0
30.6,45.99,2,14.98,15.06,0
27.31,74.26,1,8.66,8.75,0
43.5,36.97,6,5.18,9.54,0
23.01,88.88,6,7.27,12.9,0
31.61,54.52,4,4.12,9.93,0
18.84,48.3,1,5.41,10.98,1
22.24,58.17,7,13.36,15.38,1
44.07,51.98,5,12.15,7.51,0
25.04,91.79,2,0.33,5.8,1
40.26,27.57,3,0.79,13.75,1
34.17,33.43,1,2.72,4.97,0
23.29,86.81,5,6.76,18.63,0
17.66,40.9,2,0.95,13.16,0
28.46,62.29,7,6.47,17.57,0
42.4,94.66,7,14.04,2.66,1
26.66,42.3,2,11.99,13.69,0
34.08,71.5,3,11.14,7.59,1
41.9,23.72,5,11.25,12.36,1
37.82,49.93,5,8.1,6.72,0
22.38,82.94,6,9.39,8.23,0
22.4,71.29,1,3.65,8.32,0
41.7,53.85,7,10.04,15.35,0
22.18,89.05,1,4.21,7.05,0
32.26,69.46,2,4.52,16.11,1
17.57,83.35,2,6.31,5.13,0
39.15,46.37,2,8.18,2.32,0
37.54,25.13,5,2.25,8.73,1
29.81,89.52,1,9.27,17.8,0
19.55,28.99,3,10.83,8.74,0
28.51,55.56,7,2.75,19.34,1
28.01,81.54,4,12.49,18.5,1
16.03,28.5,7,9.64,10.47,0
40.67,22.58,7,8.84,3.68,0
33.19,70.77,4,1.73,9.84,0
27.12,46.66,2,15.75,2.12,1
42.45,53.68,2,12.24,4.39,1
17.24,38.82,7,4.59,7.85,1
31.27,68.21,4,7.14,10.3,0
38.95,37.87,6,15.45,3.43,1
16.44,51.45,2,2.16,14.21,0
36.09,75.34,4,13.38,2.98,0
42.96,59.92,3,7.23,18.69,0
24.16,49.1,5,15.5,9.08,0
41.46,45.75,4,10.89,15.94,0
41.82,52.25,3,14.53,11.27,0
33.19,80.68,5,2.89,7.95,1
16.02,37.25,5,4.51,16.3,0
29.46,27.25,3,12.02,4.68,0
40.06,56.83,1,11.95,9.28,0
43.91,85.29,7,14.37,18.6,0
36.58,29.91,2,8.28,19.87,0
42.0,44.16,6,5.02,14.01,0
44.58,80.33,3,7.86,18.14,0
23.3,62.87,7,10.56,10.06,0
39.65,85.99,2,5.86,18.7,0
29.95,81.08,5,10.62,12.6,0
21.91,50.47,1,4.85,13.8,0
25.06,43.23,2,10.3,8.6,1
17.52,73.05,7,3.87,16.43,1
44.01,24.22,1,5.74,19.23,0
42.8,56.7,4,1.49,5.25,0
31.39,30.73,4,2.13,15.36,0
21.76,62.71,5,2.32,11.33,0
41.61,77.26,1,10.58,15.9,1
22.45,59.86,7,12.51,15.89,0
37.52,22.92,6,15.27,19.42,0
36.67,37.57,6,2.74,5.95,1
30.33,64.83,7,12.81,6.33,1
19.0,61.3,7,3.31,14.93,0
36.07,62.05,7,7.16,6.7,1
18.32,61.0,3,2.19,13.84,1
44.37,93.85,4,13.16,10.53,1
39.66,64.76,3,14.33,9.24,0
30.74,28.37,2,7.53,19.64,1
40.59,67.36,6,2.06,8.2,0
18.32,93.72,1,15.17,8.14,0
21.5,77.0,5,12.72,17.87,0
36.31,63.63,3,5.38,3.23,1
16.96,27.96,1,14.94,6.23,1
23.11,38.24,6,5.34,1.73,1
27.5,48.19,7,14.93,5.8,0
17.27,54.17,7,4.64,2.25,0
26.29,64.49,6,15.0,10.47,1
38.47,85.97,1,7.35,16.64,0
39.92,45.5,4,0.74,16.36,0
34.37,49.59,3,10.0,10.11,0
24.49,51.6,4,4.64,9.73,0
31.31,45.08,3,11.72,9.23,0
15.16,56.29,7,4.65,16.7,0
15.19,43.62,1,8.74,3.26,1
24.93,35.2,7,10.89,1.35,1
23.68,53.35,2,4.92,9.76,1
26.82,50.21,6,8.74,9.07,0
21.12,38.06,4,2.44,15.77,0
18.49,70.33,5,9.83,11.48,0
22.85,49.52,7,0.28,15.79,0
44.79,80.21,2,2.16,16.85,0
39.32,48.92,2,5.19,16.86,0
24.6,76.11,7,12.7,3.18,0
37.05,22.53,6,3.96,19.86,0
22.05,21.27,3,0.52,16.37,0
36.36,88.16,1,0.55,11.09,0
38.86,84.61,5,6.34,1.98,0
20.26,64.0,6,4.34,13.46,0
38.08,24.96,4,5.7,2.01,0
41.06,70.67,2,0.43,7.26,0
39.86,64.93,2,11.99,4.12,0
21.3,65.96,7,5.03,4.57,0
35.22,79.89,4,2.87,9.47,0
18.92,44.7,5,8.32,7.94,0
24.31,51.11,6,11.0,14.21,0
26.03,21.43,5,14.22,10.13,1
31.81,89.71,3,9.28,13.72,0
35.49,69.65,7,3.68,15.61,0
34.32,60.84,1,1.11,17.9,0
37.21,30.91,5,14.82,19.83,0
25.59,64.13,1,7.63,7.82,0
29.9,71.19,3,3.08,3.19,0
25.12,30.82,7,4.59,8.8,0
36.24,23.89,3,14.85,17.17,0
38.66,79.55,7,4.33,8.63,0
42.84,22.99,5,14.92,19.84,0
22.64,41.12,4,6.71,14.2,0
31.7,30.71,1,1.35,8.4,1
34.86,85.66,5,8.48,2.74,1
39.21,70.01,5,14.57,7.05,1
26.73,42.75,7,0.29,10.43,0
27.76,94.27,6,5.73,3.33,1
18.42,66.29,7,5.46,16.76,0
24.34,38.57,6,15.33,14.01,0
27.59,63.73,6,12.09,18.4,0
28.21,66.74,2,13.93,17.64,0
26.31,63.34,7,14.59,13.31,0
18.66,33.45,6,10.71,1.58,1
40.85,69.36,7,0.3,15.06,1
18.87,24.69,4,15.94,18.11,0
16.87,30.0,2,7.57,6.27,1
20.43,49.0,1,13.66,2.32,0
41.36,68.73,6,3.82,16.73,0
32.89,40.3,1,12.17,17.96,1
17.83,39.85,6,13.61,3.0,0
19.82,32.05,3,1.07,1.35,0
32.57,48.71,2,1.11,19.31,0
23.91,23.02,6,14.11,15.22,0
36.76,91.85,5,5.83,13.1,0
35.89,94.13,6,11.97,1.7,0
15.36,21.44,1,8.38,5.51,1
27.93,42.25,5,12.84,18.72,0
38.67,27.64,7,14.67,18.84,0
33.99,79.9,4,12.25,9.48,0
21.02,94.83,3,9.72,17.59,1
23.61,23.39,4,4.15,15.26,0
21.36,62.34,5,10.84,4.18,0
36.42,68.08,1,11.42,5.99,1
38.9,48.34,7,12.86,11.38,0
31.49,93.71,1,14.35,4.39,0
18.52,45.45,1,2.99,12.75,0
16.5,68.92,4,8.15,8.68,0
18.48,90.86,1,3.25,4.73,0
33.95,53.31,3,6.86,9.4,0
41.1,38.96,6,15.5,4.8,1
40.84,78.14,1,13.49,18.11,1
36.11,42.49,3,12.59,7.97,1
29.81,60.99,1,13.27,19.7,0
24.5,28.0,2,11.54,12.67,0
25.13,60.82,1,14.6,19.6,1
39.74,45.7,2,15.91,8.74,0
30.77,36.7,6,6.52,6.44,0
34.0,71.6,7,8.86,17.85,1
26.95,44.61,6,11.75,15.13,0
33.31,34.9,6,3.02,2.56,1
35.81,67.83,2,1.73,10.84,0
35.54,87.3,2,14.86,6.43,0
40.7,56.29,3,9.56,10.15,1
25.38,47.9,5,8.9,1.87,0
43.7,28.95,3,10.36,13.17,0
34.09,33.98,5,6.79,17.4,0
34.7,85.85,1,12.35,7.65,0
35.04,74.86,2,5.91,16.93,0
37.13,83.07,2,9.52,9.78,1
24.76,28.21,7,11.1,11.97,1
39.67,42.37,4,8.42,5.95,0
21.78,68.55,1,0.95,9.45,0
29.89,81.92,4,1.66,6.41,0
28.45,85.08,3,9.72,5.76,0
32.61,82.07,5,13.81,5.82,1
30.36,31.96,2,15.12,5.45,0
35.53,25.06,7,8.31,6.41,0
41.0,54.15,2,7.19,12.26,0
27.36,66.7,1,13.94,8.03,0
18.59,53.77,6,15.85,2.21,1
42.63,23.36,1,7.39,15.4,0
38.11,55.89,4,13.79,14.04,0
33.74,24.13,7,12.9,13.32,1
44.05,32.57,6,12.58,12.89,0
37.58,20.97,4,11.46,9.63,0
44.28,80.73,1,15.75,4.74,1
24.76,32.4,4,5.19,6.64,0
33.4,45.15,2,9.31,6.64,0
25.38,40.29,7,12.23,12.12,0
44.59,75.31,2,5.87,6.58,0
27.21,39.31,3,14.82,6.47,0
37.65,30.95,7,2.49,10.4,1
44.09,27.35,4,3.01,9.19,1
42.81,21.69,4,12.76,1.63,1
26.14,53.41,4,7.82,16.66,0
38.5,51.72,2,6.22,10.34,1
22.16,66.06,3,9.35,4.09,0
36.27,32.89,7,12.12,7.13,0
35.41,57.36,1,1.72,14.04,0
16.18,51.16,7,11.03,7.04,1
23.45,75.68,6,14.37,11.51,0
41.76,88.33,6,15.97,15.83,1
17.43,23.54,1,11.52,3.28,0
44.07,41.34,5,12.88,17.79,1
32.02,36.05,3,15.83,19.18,1
42.43,30.16,1,0.41,2.46,1
18.51,87.17,7,1.62,13.98,1
20.86,49.33,2,5.53,7.65,1
34.96,53.5,5,4.96,15.4,1
31.58,54.47,6,11.65,19.61,0
19.76,60.52,5,3.59,10.01,0
29.29,68.47,6,10.68,15.2,1
24.07,34.93,3,12.97,6.68,0
44.91,24.28,2,11.54,15.01,0
37.13,27.71,5,12.99,6.8,1
19.26,33.8,1,11.4,11.58,0
38.05,77.4,2,4.46,4.04,1
30.22,27.12,6,14.63,9.95,0
21.82,62.55,5,14.83,17.99,0
31.0,20.74,4,3.0,9.19,0
39.0,86.46,7,0.02,18.53,0
24.03,60.37,1,14.11,11.58,0
23.9,21.47,6,4.39,8.25,0
17.01,51.33,5,1.27,7.53,0
43.95,25.92,1,4.26,3.48,0
28.1,73.86,3,2.94,13.13,0
41.32,79.46,6,12.88,5.8,0
36.87,84.96,6,4.22,9.23,1
42.92,94.71,4,2.01,9.87,0
29.63,25.65,2,4.87,8.87,0
15.37,50.0,7,10.83,18.13,1
20.7,32.28,3,5.28,10.67,0
40.75,81.91,1,12.58,17.35,0
18.95,69.99,4,11.93,12.14,0
39.83,58.91,4,11.2,4.99,0
16.06,43.08,1,14.74,17.61,0
29.22,68.36,7,15.77,15.0,1
44.51,92.47,1,15.68,19.98,1
20.02,30.76,1,7.33,16.6,1
18.64,41.67,5,10.73,11.2,0
34.32,31.76,1,12.76,17.4,1
15.04,89.49,3,11.43,12.58,0
39.64,26.19,3,0.19,19.54,0
16.3,70.17,6,2.86,15.07,1
24.14,52.4,5,13.05,7.11,0
21.32,67.92,2,8.1,1.19,0
24.43,77.48,4,2.47,13.42,0
22.96,50.83,3,2.89,11.58,0
16.54,61.24,2,0.19,17.43,1
20.04,70.62,6,9.75,15.82,0
40.86,72.34,7,12.77,17.03,1
22.19,47.62,1,7.09,3.29,1
39.0,65.74,5,3.9,18.78,0
44.47,41.08,6,12.27,12.66,1
21.05,32.21,6,4.16,13.03,0
43.52,21.68,7,13.42,18.14,0
34.42,59.1,2,12.12,4.34,0
36.26,32.66,7,1.11,10.45,1
42.6,26.35,5,13.07,9.59,0
16.83,61.76,1,6.86,14.09,1
34.0,34.95,1,6.48,19.42,0
24.86,69.08,6,7.6,19.03,0
35.7,71.19,2,11.1,7.65,0
16.27,41.1,7,9.6,11.39,0
29.17,38.98,4,6.1,13.5,0
28.92,82.81,6,5.24,8.25,0
25.05,71.83,3,15.42,17.12,0
37.68,29.0,3,9.67,13.36,0
44.1,41.57,4,6.74,14.9,0
28.21,25.45,1,7.29,14.36,0
32.35,54.97,4,11.77,12.17,1
22.16,29.45,6,5.11,19.53,0
32.47,85.46,1,11.0,14.88,0
44.1,85.57,6,10.5,7.16,0
42.24,27.51,2,8.92,18.82,0
38.78,42.46,2,5.16,3.36,0
38.19,32.66,1,5.54,15.65,0
33.72,30.36,2,14.96,19.73,0
43.68,38.12,7,13.88,19.14,0
33.1,93.69,3,9.23,13.12,1
29.61,20.8,6,0.18,6.77,1
37.5,28.73,4,7.81,12.28,0
40.75,52.59,1,8.35,18.44,0
21.15,81.84,7,5.27,17.25,0
32.51,84.72,1,14.82,1.73,0
26.91,60.17,6,11.99,16.42,0
28.84,61.67,4,1.19,16.61,0
16.22,76.25,6,1.8,15.24,0
15.79,90.35,7,5.01,6.67,0
44.63,81.94,4,11.79,4.6,0
42.76,39.49,6,2.45,10.44,0
29.31,67.23,1,2.02,13.75,0
43.8,81.2,7,3.58,19.5,0
42.05,34.03,3,3.36,12.91,0
41.85,48.27,4,1.52,6.91,0
37.7,61.46,3,10.54,14.14,0
15.8,72.21,3,11.45,19.35,1
20.75,83.87,6,6.27,5.81,0
31.43,29.33,7,5.89,8.16,0
22.04,91.43,2,8.97,18.26,0
30.6,80.29,5,9.55,4.95,0
36.17,62.84,5,3.38,8.12,0
38.83,42.81,4,7.37,2.54,1
19.03,63.3,1,5.55,6.17,1
33.94,58.45,1,9.27,4.26,0
23.23,68.07,1,5.03,5.96,1
34.03,73.14,3,15.35,8.25,0
16.41,51.47,1,8.73,19.85,0
43.66,81.42,7,8.05,12.05,1
31.22,29.46,5,7.73,6.54,0
22.49,70.98,1,15.08,1.36,0
33.23,55.89,2,8.35,14.59,0
41.71,91.85,6,3.94,14.94,0
42.52,45.08,6,11.48,11.2,1
35.85,67.35,4,4.58,8.26,0
29.68,52.07,7,4.76,17.07,0
44.44,64.7,1,7.4,16.48,0
28.77,56.24,2,13.28,6.83,0
32.01,88.03,2,15.87,18.55,0
19.03,83.61,1,11.93,6.53,0
19.91,60.83,1,13.56,17.28,0
23.79,30.98,4,6.78,16.79,0
23.43,23.9,5,1.77,15.47,1
33.61,54.47,1,10.39,17.47,0
25.43,30.09,3,6.72,11.72,0
18.89,73.6,3,10.67,15.05,1
42.98,93.15,3,12.18,1.2,0
30.96,46.34,3,1.57,12.34,1
32.58,54.45,6,11.82,11.83,0
44.76,82.22,4,0.47,1.28,0
43.32,72.29,4,3.42,11.68,0
31.84,45.66,4,13.33,2.62,0
36.25,28.87,2,13.32,12.44,1
44.32,26.63,7,9.59,18.98,0
39.11,75.4,2,13.02,2.14,0
28.88,87.83,3,11.82,7.92,0
28.43,33.11,1,15.34,4.65,0
23.96,38.91,6,4.4,14.61,0
17.68,37.5,3,8.01,2.29,1
34.81,32.66,3,7.43,16.74,0
21.74,48.57,3,13.05,12.64,0
31.18,36.08,3,10.59,16.14,0
23.51,45.53,5,11.03,2.24,0
16.74,69.19,6,15.12,9.66,0
15.3,71.26,5,0.67,18.02,0
17.35,38.62,1,7.34,10.49,0
28.42,56.46,7,15.4,4.52,1
17.08,72.1,1,7.17,9.36,0
25.78,67.13,1,4.96,8.6,0
24.35,51.7,7,9.23,19.56,1
35.84,35.83,2,13.82,12.29,0
36.48,32.62,2,11.79,7.1,1
26.92,74.98,2,14.95,18.92,0
23.2,38.92,7,2.36,8.21,0
17.61,70.97,2,8.96,9.26,0
19.68,62.88,5,0.87,19.04,0
32.35,68.39,4,5.56,16.58,0
41.23,66.13,4,4.47,5.85,0
21.1,76.38,2,10.31,5.18,0
35.39,40.69,6,10.04,14.92,0
25.87,28.9,7,1.05,9.81,0
22.74,29.41,1,5.73,14.93,0
44.85,44.06,1,14.79,4.59,0
33.38,41.56,7,11.89,8.25,0
27.66,37.04,5,10.13,6.14,0
40.94,24.78,3,12.07,8.64,0
40.52,74.67,3,13.19,12.11,0
40.87,86.71,3,7.15,5.29,1
44.09,35.4,3,8.45,13.27,1
41.94,90.39,1,3.23,17.87,0
28.75,69.75,6,1.83,8.41,0
38.24,49.5,3,1.14,1.94,1
20.29,48.85,6,1.85,17.44,0
32.4,45.57,3,0.98,15.95,0
39.96,38.02,6,15.01,1.12,0
35.63,28.55,3,7.23,4.94,1
43.74,92.44,1,7.53,11.74,1
43.1,60.81,2,10.38,15.37,0
37.64,63.25,4,5.3,4.28,0
30.02,67.93,5,0.66,17.15,1
25.3,77.91,3,12.27,6.64,1
23.74,78.78,7,13.99,17.27,0
42.88,70.8,6,5.87,17.78,0
39.25,40.72,5,7.13,14.73,0
15.88,60.11,1,5.13,17.85,0
40.15,32.56,1,0.09,1.37,0
19.18,36.31,7,0.34,13.55,0
41.05,91.01,7,8.89,17.27,0
27.96,91.52,3,4.4,12.04,0
17.98,43.71,4,13.25,11.08,1
22.42,46.65,7,3.27,12.01,0
18.17,51.66,6,3.41,14.32,1
34.83,44.82,5,7.52,7.41,0
42.85,32.88,3,9.38,8.5,0
20.45,80.07,1,13.91,14.24,1
41.05,61.6,5,14.29,10.84,0
19.29,85.78,1,12.69,9.2,1
44.57,53.19,1,9.6,9.97,0
42.68,30.44,6,13.46,13.11,0
26.07,39.74,1,2.62,17.17,0
29.93,85.03,7,9.5,19.48,1
25.38,79.98,6,12.99,4.96,0
25.45,84.67,2,12.75,5.22,1
31.33,94.1,7,15.74,13.82,0
18.29,54.56,3,5.05,13.88,0
23.86,88.19,5,2.49,7.33,1
38.59,22.75,1,14.5,3.29,0
40.82,26.09,7,2.11,10.93,0
15.34,31.24,6,3.59,19.9,0
28.49,78.26,6,8.3,4.28,0
25.03,82.43,5,6.02,4.19,0
26.53,41.69,6,15.87,17.4,0
17.79,43.08,6,4.95,4.05,0
32.77,61.74,4,7.05,16.01,0
23.16,76.44,7,10.78,2.33,0
29.43,39.91,6,15.28,2.67,0
21.19,81.93,7,5.46,1.25,1
25.23,28.28,4,14.34,6.75,0
30.94,94.79,6,12.85,4.68,0
17.66,66.95,5,4.34,1.65,0
27.98,48.15,2,0.41,9.44,0
41.21,42.06,7,5.43,4.71,1
25.71,57.26,1,12.73,4.55,0
32.73,53.61,4,7.93,3.97,0
23.86,21.85,6,15.95,7.7,1
23.62,83.52,2,7.24,2.8,0
39.13,59.65,5,5.84,18.82,1
42.54,48.29,5,8.69,13.27,0
40.34,54.06,3,5.45,7.84,0
24.13,74.95,7,15.35,12.47,0
28.13,68.39,4,1.14,10.42,0
18.41,26.21,5,7.62,11.37,1
34.38,66.13,4,8.61,3.57,1
38.1,88.65,4,8.58,6.93,1
38.56,71.2,3,9.6,1.07,0
26.41,57.22,6,10.15,7.29,1
37.14,22.95,3,2.73,8.9,1
16.79,43.73,3,5.88,16.85,0
31.95,27.74,2,13.72,7.87,0
22.32,86.81,3,9.01,5.61,0
41.39,92.93,1,1.26,10.9,1
15.36,67.62,1,3.5,19.79,0
44.43,94.05,1,9.57,12.05,1
25.07,50.48,1,9.08,2.06,1
30.19,44.95,1,7.76,3.12,1
29.93,57.87,3,12.42,9.18,0
