Temperature,Humidity,Occupancy,AC_Hours,Appliance_Hours,Day_Type,Electricity_Consumption
35.89,94.13,6,11.97,1.7,Weekday,190.13
25.2,93.3,4,3.15,9.16,Weekday,158.24
36.74,79.54,4,12.44,15.33,Weekend,215.93
16.96,69.46,4,13.31,12.08,Weekday,195.44
24.46,63.34,5,5.78,18.78,Weekday,173.76
31.18,84.96,3,3.41,17.49,Weekday,164.25
38.72,41.71,1,6.16,7.32,Weekend,136.57
24.56,55.08,1,11.83,2.61,Weekend,127.98
33.78,66.45,5,6.68,18.94,Weekday,190.18
41.58,50.84,1,11.79,10.83,Weekday,168.3
33.48,52.06,7,1.82,2.41,Weekday,137.96
21.99,44.77,4,12.9,16.51,Weekday,193.65
15.73,62.32,3,4.05,17.5,Weekday,134.15
41.1,83.79,1,3.98,13.15,Weekday,165.96
15.64,35.11,1,9.45,9.5,Weekend,124.1
41.24,90.08,2,1.12,13.58,Weekday,147.37
30.87,71.68,2,0.42,14.43,Weekday,114.38
43.17,81.75,2,4.18,17.97,Weekend,177.87
38.96,61.71,3,8.61,19.16,Weekday,194.28
44.94,78.46,4,14.52,10.77,Weekday,234.63
25.52,21.22,6,13.54,16.17,Weekday,196.39
38.02,81.38,4,7.85,19.33,Weekend,231.4
27.06,23.01,4,0.59,3.87,Weekday,95.34
29.4,86.74,3,8.56,1.35,Weekday,149.17
33.83,94.4,7,11.28,17.51,Weekend,234.68
41.21,42.06,7,5.43,4.71,Weekend,185.83
44.52,35.77,3,1.78,1.81,Weekday,125.84
38.05,77.4,2,4.46,4.04,Weekend,139.67
27.53,38.98,1,12.35,8.3,Weekend,143.11
27.64,84.92,5,5.62,5.17,Weekend,158.06
37.13,27.71,5,12.99,6.8,Weekend,200.26
22.16,29.45,6,5.11,19.53,Weekday,154.9
18.31,93.44,1,2.62,14.38,Weekday,112.03
25.64,70.54,6,6.97,14.53,Weekday,182.61
23.62,83.52,2,7.24,2.8,Weekday,127.75
23.89,44.32,6,0.26,14.91,Weekend,158.16
22.01,70.74,1,1.87,15.05,Weekend,120
16.26,64.57,1,2.96,13.54,Weekday,96.54
15.54,65.24,5,1.82,5.34,Weekday,102.92
44.63,71.19,7,5.46,9.04,Weekday,197.52
27.83,63.15,2,15.43,17.08,Weekday,186.98
26.53,52.18,3,8.15,13.73,Weekend,161.01
35.39,40.69,6,10.04,14.92,Weekday,205.29
21.55,77.64,5,5.7,12.16,Weekday,161.09
43.5,36.97,6,5.18,9.54,Weekday,186.99
38.59,71.93,6,0.37,15.42,Weekday,184.6
17.68,37.5,3,8.01,2.29,Weekend,107.79
27.53,66.9,2,7.74,13.79,Weekday,163.87
41.37,76.03,1,2.53,19.95,Weekend,160.49
43.34,36.4,4,12.23,15.82,Weekday,213.56
29.02,24.5,6,7.88,6.52,Weekday,155.85
33.4,29.82,4,5.42,6.28,Weekday,139.1
20.01,65.45,2,2.35,13.68,Weekend,122.7
44.74,83.71,4,8.83,18.02,Weekday,205.53
21.95,23.37,6,12.05,11.98,Weekday,168.44
43.28,75.06,3,4.51,11.02,Weekday,174.97
34.49,45.6,4,3.5,4.05,Weekday,132.4
33.23,55.89,2,8.35,14.59,Weekday,160.22
30.38,89.66,2,2.49,14.34,Weekday,131.36
21.92,44.9,7,10.67,19.37,Weekday,197.54
20.3,54.9,7,9.69,6.7,Weekday,172.78
21.61,21.03,3,1.39,15.37,Weekday,104.8
20.59,26.12,4,0.58,9.25,Weekday,110.79
38.39,39.39,4,9.92,11.61,Weekend,196.74
25.5,22.09,7,4.71,16.51,Weekday,163.25
16.74,67.35,1,1.38,5.22,Weekend,76.28
44.07,51.98,5,12.15,7.51,Weekday,184.02
41.51,61.11,2,5.02,15.69,Weekend,162.58
42.83,33.1,1,7.35,11.84,Weekday,145.06
44.85,42.19,2,3.79,2.76,Weekday,121.05
20.22,69.79,1,10.04,9.17,Weekend,135.39
26.89,92.4,7,4.82,12.15,Weekend,188.04
37.75,23.78,7,15.49,18.28,Weekend,260.51
35.88,86.78,5,11.25,4.58,Weekend,196.84
19.62,63.27,1,2.19,16.31,Weekday,91.75
39.47,62.29,2,6.67,3.48,Weekday,137.42
21.73,57.52,4,6.17,5.6,Weekday,133.34
21.71,25.2,2,8.55,5.62,Weekend,117.83
31.11,26.74,6,13.47,17.67,Weekday,218.37
32.79,65.07,7,9.33,4.78,Weekend,187.95
32.4,45.57,3,0.98,15.95,Weekday,144.74
17.74,88.8,3,10.49,9.77,Weekday,153.24
41.32,50.49,7,0.13,19.98,Weekday,192.26
22.97,30.75,6,12.48,16.94,Weekday,193.2
18.89,73.6,3,10.67,15.05,Weekend,160.07
41.66,42,7,4.94,17.54,Weekday,203.96
43.67,59.41,3,4.68,13.05,Weekend,177.54
40.86,72.34,7,12.77,17.03,Weekend,239.99
39.29,87.52,5,12.53,5.96,Weekday,207.12
34.66,79.41,4,5.64,2.86,Weekend,164.58
31.53,70.73,4,4.78,12.7,Weekday,162.91
17.61,70.97,2,8.96,9.26,Weekday,140.6
27.25,90.94,6,0.13,9.1,Weekday,148.23
26.18,42.19,7,1.32,11.01,Weekday,138.77
22.79,20.08,1,2.02,7.87,Weekday,87.77
36.7,40.4,2,2.97,12.9,Weekend,131.77
29.88,36.34,2,8.19,1.58,Weekday,119.36
17.43,69.64,7,15.88,19.43,Weekday,220.24
21.61,67.53,7,10.44,18.57,Weekday,197.56
35.5,64.51,2,0.98,18.77,Weekday,163.99
17.28,21.22,2,8.41,7.94,Weekend,113.19
40.54,74.66,4,7.95,11.11,Weekend,207.03
29.85,44.26,1,2.31,19.13,Weekday,130.23
29.42,69.88,2,14.72,18.14,Weekend,194.53
32.77,61.74,4,7.05,16.01,Weekday,173.2
39.74,45.7,2,15.91,8.74,Weekday,191.77
25.43,30.09,3,6.72,11.72,Weekday,132.11
35.34,27.08,2,9.73,16.07,Weekday,164.66
31.97,82.36,7,1.68,6.19,Weekend,169
23.01,88.88,6,7.27,12.9,Weekday,180.1
41.36,68.73,6,3.82,16.73,Weekday,202.58
38.92,27.76,2,13.37,14.44,Weekday,198.53
34.75,50.15,5,12.54,10.11,Weekday,192.51
40.52,74.67,3,13.19,12.11,Weekday,214.22
41.02,78.49,1,11.58,19.78,Weekday,212.16
36.25,28.87,2,13.32,12.44,Weekend,192.58
40.11,20,1,3.21,15.93,Weekend,126.62
35.92,73.41,3,7.23,14.81,Weekday,190.19
35.4,46.74,2,11.07,14.33,Weekend,175
33.56,39.09,5,10.2,14.61,Weekday,175.44
37.58,20.97,4,11.46,9.63,Weekday,192.89
19.76,60.52,5,3.59,10.01,Weekday,136
41.43,83.84,7,1.57,9.89,Weekday,189
41.16,91.82,5,14.67,1.63,Weekend,213.57
15.88,62.43,4,8.96,5.58,Weekday,133.37
39.77,58.58,7,2.46,3.94,Weekend,168.79
18.87,26.38,4,12.69,17.84,Weekday,165.26
25.05,61.17,6,14.64,6.22,Weekday,191.2
37.31,48.5,4,2.71,3.63,Weekend,139.8
19.82,65.54,2,13.08,3.28,Weekday,126.83
39.54,49.15,1,14.93,14.3,Weekday,193.01
39.96,38.02,6,15.01,1.12,Weekday,187.06
30.22,27.12,6,14.63,9.95,Weekday,213.62
15.19,43.62,1,8.74,3.26,Weekend,99.12
23.61,27.25,6,5.7,17.14,Weekday,153.47
33.51,33.27,4,0.12,19.21,Weekday,149.19
44.44,94.05,5,0.97,19.22,Weekend,193.89
33.95,53.31,3,6.86,9.4,Weekday,152.43
22.79,59.89,4,6.39,13.25,Weekday,152.53
34.02,85.52,7,2.96,12.39,Weekday,175.33
31.2,94.67,7,6.33,7.65,Weekday,201.46
38.4,63.7,5,2.79,9.44,Weekday,177.92
18.21,80.94,5,13.58,2.22,Weekday,158.86
37.83,44.52,6,4.77,16.12,Weekend,182.4
31.24,42.93,2,9.58,5.58,Weekday,136.23
43.89,50.2,2,8.05,9.75,Weekday,163.9
25.26,70.44,6,0.83,10.13,Weekday,149.5
33.98,71.16,6,15.08,11.65,Weekday,219.89
42.96,43.64,1,8.44,16.54,Weekend,168.48
18.08,29.99,1,5.2,14.15,Weekday,104.87
43.12,67.43,3,2.53,13.6,Weekday,151.21
35.64,29.62,3,5.42,11.01,Weekday,154.17
17.04,63.39,3,0.33,2.82,Weekday,86.17
24.03,72.01,3,5.82,8.64,Weekday,129.24
36.25,72.55,5,8.5,19.19,Weekday,203.56
17.02,76.51,5,13.95,19.92,Weekday,202.17
32.47,85.46,1,11,14.88,Weekday,165.48
25.38,57.5,2,1.79,5.32,Weekday,92.37
33.63,74.77,6,2.36,2.94,Weekday,146.25
16.37,66.44,7,6.85,8.88,Weekday,145.21
41.15,34,2,3.13,17.27,Weekend,153.72
44.2,21.93,4,0.45,14.72,Weekday,143.94
44.07,41.34,5,12.88,17.79,Weekend,245.24
37.49,53.23,3,0.31,12.7,Weekday,133.57
18.9,66.28,3,13.29,3.48,Weekend,142.79
37.75,83.75,4,2.31,3.18,Weekday,147.84
15.74,34.72,2,15.59,1.91,Weekday,124.1
15.66,29.42,3,9.66,11.77,Weekday,121.58
24.71,92.26,2,11.76,5.61,Weekday,160.52
29.66,28.1,6,1.77,14.95,Weekday,148.08
38.11,55.89,4,13.79,14.04,Weekday,217.05
35.5,63.92,7,13.43,7.04,Weekday,214.87
28.38,60.6,2,10.45,4.36,Weekday,142.9
23.21,26.45,6,8.04,2.95,Weekday,144.86
44.91,24.28,2,11.54,15.01,Weekday,184.02
27.79,27.91,2,0.09,9.56,Weekday,89.36
28.54,63.92,3,9.48,7.15,Weekday,162.54
19.91,60.83,1,13.56,17.28,Weekday,165.74
38.84,37.53,5,5.71,12.28,Weekday,173.35
35.81,67.83,2,1.73,10.84,Weekday,138.82
21.62,81.51,2,6.73,15.12,Weekday,147.27
17.47,23.12,2,11.63,16.5,Weekend,155.57
35.41,57.36,1,1.72,14.04,Weekday,118.42
34.64,71.7,6,3.3,9.36,Weekend,171.77
23.2,38.92,7,2.36,8.21,Weekday,147.15
43.53,43.08,7,12.75,15.66,Weekend,257.53
19.53,66.02,4,1.01,10.84,Weekend,116.05
27.97,87.35,3,10.99,14.38,Weekday,182.9
43.31,80.74,1,5.86,17.92,Weekday,176.14
27.59,63.73,6,12.09,18.4,Weekday,201.73
34.16,74.77,2,15.43,6.28,Weekday,180.85
26.93,47.36,6,1.83,4.57,Weekend,121.35
23.23,68.07,1,5.03,5.96,Weekend,109.65
44.52,54.96,1,12.96,15.28,Weekend,193.26
27.28,34.25,1,4.26,8.03,Weekend,110.57
41.82,72.63,4,3.44,4.29,Weekend,156.53
21.9,61.73,5,13.21,2.87,Weekday,161.07
21.39,46.9,3,15.79,7.22,Weekday,175.96
15.93,88.35,4,8.91,3.59,Weekday,135.74
34.55,21.57,4,4.45,3.97,Weekday,144.44
26.06,43.68,5,6.38,13.99,Weekday,163.06
40.93,24.27,4,2.72,1.37,Weekday,134.75
29.2,77.49,1,12.19,3.23,Weekday,138.81
44.05,72.66,1,12.38,17.04,Weekday,196.72
20.57,44.85,6,14,17.05,Weekend,204.14
41.06,70.67,2,0.43,7.26,Weekday,138.69
38.3,49.7,4,8.99,2.67,Weekday,159.28
38.13,76.72,2,3.43,14.39,Weekend,148.29
40.34,54.06,3,5.45,7.84,Weekday,157.82
37.83,50.92,7,12.56,1.86,Weekday,200.5
33.79,90.1,1,3.07,4,Weekday,114.06
18.94,38.82,6,10.21,3.61,Weekday,144.64
15.98,29.03,3,10.47,12.19,Weekend,133.45
42.63,63.84,6,15.27,18.06,Weekday,259.71
33.5,92.7,7,12.4,16.07,Weekday,235.46
38.9,48.34,7,12.86,11.38,Weekday,225.34
29.45,24.65,5,8.51,9.02,Weekend,158.75
18.52,45.45,1,2.99,12.75,Weekday,107.17
18.76,57.94,3,6.81,9.43,Weekend,133.3
35.57,32.14,5,8.79,5.68,Weekday,148.58
27.91,69.36,7,10.85,13.9,Weekend,215.16
21.02,94.83,3,9.72,17.59,Weekend,175.62
29.75,53.88,6,6.3,8.08,Weekend,167.55
16.93,46.6,5,4.25,16.99,Weekday,148.88
32.46,50.05,5,2.69,9.19,Weekend,151.48
23.07,28.64,1,11.1,8.63,Weekday,140.75
38.93,86.25,2,10.33,1.54,Weekend,167.64
24.31,51.11,6,11,14.21,Weekday,184.11
28.66,49.05,6,5.96,16.34,Weekday,162.56
15.35,69.48,5,4.2,13.61,Weekday,131.56
17.17,53.15,5,12.16,3.88,Weekday,147.51
26.77,68.62,1,12.38,2.96,Weekday,150.73
29.4,24.61,2,7.29,11.88,Weekday,131.56
33,81.03,6,9.79,8.63,Weekday,207.89
23.75,90.54,7,5.98,9.15,Weekend,168.75
35.85,68.66,4,11.23,19.39,Weekday,204.14
40.8,91.59,4,13.37,14.75,Weekday,234.57
38.4,31.36,2,11.01,8.82,Weekend,163.72
16.19,55.81,3,8.2,1.36,Weekday,118.58
29.42,65.14,1,7.34,1.65,Weekday,110.53
18.15,63.63,2,10.28,14.01,Weekday,139.02
22.26,50.11,4,10.88,16.92,Weekday,178.4
44.6,45.36,5,8.94,14.45,Weekday,199.4
19.27,29.51,4,10,8.71,Weekday,137.52
29.97,49.38,5,1.55,1.59,Weekend,127.37
33.54,32.2,1,15.23,19.38,Weekday,187.18
36.07,75.08,5,12.65,19.74,Weekday,223.32
31.79,35.66,2,5.98,11.44,Weekend,131.35
15.29,24.39,5,9.01,2.34,Weekday,132.12
24.79,61.43,3,0.76,11.28,Weekday,128.37
30.53,64.64,2,0.66,17.95,Weekend,140.45
17.64,85.39,1,4.01,13.92,Weekday,112.19
25.52,63.27,2,11.04,14.68,Weekend,166.45
16,45.91,3,13.63,2.61,Weekday,140.33
17.36,80.23,1,8.95,3.02,Weekend,123.48
26.91,60.52,4,8.51,3.42,Weekday,140.11
18.98,25.95,3,6.44,18.18,Weekday,143.52
32.03,62.44,1,2.59,10.99,Weekday,125.12
35.68,88.1,7,1.89,16.04,Weekend,203.93
39.02,49.72,5,12.17,3.19,Weekend,179.12
21,42.22,2,14.84,18.63,Weekday,170.88
20.02,30.76,1,7.33,16.6,Weekend,126.41
18.14,31.36,2,10.55,5.27,Weekday,113.38
34.09,52.46,5,14.63,17.61,Weekday,237.02
36.19,64.68,1,1.44,6.01,Weekday,108.97
15.95,26.05,4,12.33,4.9,Weekend,143.52
43.09,90.47,7,9.87,6.02,Weekend,224.57
16.56,76.64,7,9.58,18.29,Weekday,189.81
31.24,64,3,4.68,18.4,Weekend,160.29
36.27,82.13,1,10.94,7.25,Weekday,179.57
41.13,26.01,5,12.72,14.4,Weekday,208.97
36.42,55.76,1,1.81,13.84,Weekday,135.87
39.05,67.26,2,8.54,16.32,Weekend,185.72
25.18,82.15,6,1.62,6.63,Weekday,136.19
39.44,78.76,1,13.96,10.69,Weekday,189.84
17.4,40.78,7,8.12,13.69,Weekday,168.68
41.84,90.57,7,12.93,1.5,Weekday,216.2
31.43,29.33,7,5.89,8.16,Weekday,159.7
39.52,85.64,4,2,14.22,Weekday,172.93
28.57,92.82,1,0.66,5.8,Weekend,108.95
34.31,33.29,3,4.5,19.2,Weekday,153.02
30.79,74.15,1,3.91,1.57,Weekday,99.21
36.95,23.02,6,8.97,19.2,Weekend,211.8
17.45,50.41,7,0.35,5.12,Weekday,100.01
16.81,58.72,2,8.33,1.93,Weekend,108.51
22.41,63.55,7,6.27,6.56,Weekday,159.12
19.79,90.2,1,9.23,15.94,Weekday,161.19
41.15,70.42,4,11.24,15.3,Weekday,211.51
21.58,56.1,5,10.15,4.97,Weekend,154.84
44.28,80.73,1,15.75,4.74,Weekend,200.51
25.11,91.29,1,2.21,13.21,Weekday,113.86
20.46,21.65,3,6.88,9.7,Weekday,117.87
38.69,93.69,4,6.8,16.05,Weekday,195.89
34.76,26.46,6,6.67,1.46,Weekday,156.78
29.95,81.08,5,10.62,12.6,Weekday,188.35
31.66,41.03,7,7.84,14.88,Weekday,193.26
36.58,29.91,2,8.28,19.87,Weekday,157.46
21.85,52.99,1,6.92,13.9,Weekday,129.07
44.89,68.3,6,15.87,5.41,Weekend,235.74
44.24,48.57,5,14.84,3.06,Weekday,222.79
34.51,24.09,2,4.92,13.18,Weekday,139.3
20.99,64.96,6,1.79,10.94,Weekday,130.43
35.41,87.68,4,13.44,18.08,Weekday,213.53
17.17,48.74,4,15.95,14.81,Weekend,192.18
15.92,36.22,5,4.68,10.69,Weekday,138.47
22.73,53.19,7,5.72,8.67,Weekday,169.62
28.88,23.63,2,15.07,8.68,Weekday,152.27
41.05,81.54,4,11.38,5.3,Weekend,199.83
36.82,81.98,5,4.73,1.33,Weekday,164.09
37.28,64.1,4,9.3,11.92,Weekday,175.67
27.76,46.48,4,15.11,5.04,Weekday,183.28
25.38,79.98,6,12.99,4.96,Weekday,181.41
26.13,61.6,6,11.87,3.38,Weekday,172.65
44.63,81.94,4,11.79,4.6,Weekday,202.32
16.2,67.36,3,2.85,1.6,Weekend,103.27
41.01,78.83,6,13.19,13.81,Weekend,252.48
32.36,64.89,2,4.42,8.63,Weekday,129.99
28.16,51.06,5,14.89,11.67,Weekday,194.82
36.76,91.85,5,5.83,13.1,Weekday,184.43
29.6,60.58,7,13.72,19.48,Weekday,238.29
41.2,65.38,2,4.26,2.3,Weekday,141.97
42.02,36.54,2,8.23,8.94,Weekday,166.47
27.65,66.92,2,1.71,5.67,Weekday,108.18
23.3,62.87,7,10.56,10.06,Weekday,189.41
32.77,33.86,2,13.38,18.49,Weekday,184.18
42.37,24.47,1,11.5,14.76,Weekday,174.7
21.32,65.33,7,8.37,13.58,Weekday,188.35
33.69,77.28,5,0.72,9.38,Weekend,154.83
33.95,59.26,1,14.94,13.75,Weekday,180.56
36.99,37.01,7,11.29,1.62,Weekend,201.83
18.95,69.99,4,11.93,12.14,Weekday,162.65
36.47,26.01,4,12.71,11.52,Weekend,194.19
42.27,53.14,5,11.96,7.59,Weekday,192.64
20.39,32.25,4,7.06,4.83,Weekend,118.2
22.13,33.83,2,11.74,16.34,Weekday,154.91
44.14,35.17,7,10,2.02,Weekday,189.89
20.43,49,1,13.66,2.32,Weekday,124.24
40.63,23.84,2,12.84,9.37,Weekday,184.38
29.77,49.83,4,0.66,5.8,Weekday,115.27
22.42,58.38,6,6.06,15.16,Weekday,173.7
41.12,56.25,1,0.56,13.05,Weekday,123.86
28.36,48.71,2,1.63,15.68,Weekday,127.89
30.44,82.94,7,9.62,7.17,Weekday,186.75
25.78,30.9,5,13.98,15.07,Weekday,189.74
32.79,57.93,2,1.92,17.38,Weekday,143.99
19.91,24.65,6,7.22,7.56,Weekend,145.44
26.73,25.34,4,14.57,7.46,Weekend,182.25
44.08,63.04,1,13.03,18.1,Weekend,215.05
22.74,62.45,5,8.31,1.95,Weekend,143.9
34.7,85.85,1,12.35,7.65,Weekday,178.99
24.76,61.84,5,8.36,3.25,Weekend,156.4
38.2,91.98,7,2.53,1.55,Weekday,165.21
18.93,23.65,1,2,3.14,Weekday,66.23
44.09,27.35,4,3.01,9.19,Weekend,159.09
28.61,23.3,7,5.61,14.05,Weekday,172.29
22.08,33.9,7,14.89,6.5,Weekday,186.07
17.2,60.6,5,12.79,17.14,Weekday,187.42
20.09,68.42,3,6.92,9.31,Weekday,138.66
30.59,23.42,1,7.89,19.4,Weekday,151.67
25.11,90.95,1,4.25,19.13,Weekday,144.82
39.87,83.16,2,11.27,15.69,Weekday,197.14
27.93,42.25,5,12.84,18.72,Weekday,194.83
22.46,25.79,6,3.82,14.43,Weekday,136.09
33.51,32.74,3,0.67,18.02,Weekday,131.13
36.2,29.52,4,9.98,5.49,Weekend,164.68
20.01,29.25,2,9,7.56,Weekday,131.31
20.03,58.89,3,6.43,15.31,Weekend,155.36
16.1,38.44,5,10.3,9.07,Weekday,142.07
37.09,46.86,3,8.81,16.91,Weekday,185.27
34.91,94.21,7,4.01,17.68,Weekday,203.5
29.24,71.32,1,6.36,6.69,Weekday,127.28
40.33,91.17,7,6.85,16.65,Weekday,218.99
39.17,30.69,1,14.08,3.93,Weekday,177.67
32.56,48.66,2,15.37,7.35,Weekday,189.48
41.05,61.6,5,14.29,10.84,Weekday,218.17
21.18,25.76,5,11.51,5.3,Weekday,144.52
18.36,20.31,3,9.36,12.01,Weekend,144.07
23.09,70.28,2,11.03,12,Weekday,144.99
16.71,68.14,5,15.03,4.93,Weekend,180.76
30.94,50.81,6,4,16.12,Weekend,178.39
43.1,56.72,6,8.56,13,Weekday,198.25
16.18,51.16,7,11.03,7.04,Weekend,169.39
18.66,21.8,1,10.87,5.41,Weekend,108.7
28.57,45.15,3,4.04,17.7,Weekday,147.35
43.02,33.28,4,9.39,16.88,Weekday,199.25
24.48,27.38,1,12.73,5.37,Weekday,118.62
30.22,91.75,2,7.6,1.68,Weekday,133.14
16.25,64.95,5,12.69,16.29,Weekday,186.28
19.45,74.65,1,5.76,12.69,Weekend,130.22
44.6,43.65,4,15.02,2.92,Weekend,201.48
43.95,49.49,4,8.54,12.16,Weekday,194.82
15.15,37.77,6,9.54,9.59,Weekday,152.74
43.55,27.27,2,0.5,15.72,Weekend,143.99
34.17,33.43,1,2.72,4.97,Weekday,106.45
41.04,79.81,3,10.13,9.61,Weekday,181.12
28.64,70.82,1,6.72,3.97,Weekday,119.77
30.47,61.02,6,8.13,19.19,Weekday,187.13
29.67,55.63,7,1.01,15.8,Weekday,164.94
35.01,89.18,4,13.35,15,Weekday,226.22
19.19,25.46,2,12.55,14.11,Weekday,143.16
15.9,41.05,2,2.97,9.04,Weekday,100.77
24.24,46.25,3,10.15,18.54,Weekday,165.54
36.14,78.68,2,13.09,2.39,Weekday,160.15
21.06,94.44,6,10.25,16.26,Weekend,206.47
35.2,38.05,6,4.97,5.09,Weekday,160.04
44.1,85.57,6,10.5,7.16,Weekday,234.58
17.82,82.3,2,3.37,10.87,Weekday,103.99
35.18,36.85,2,5.09,15.87,Weekday,151.06
28.31,49.95,6,3.84,16.93,Weekend,176.62
41.04,50.73,2,8.91,12.09,Weekday,180.26
20.31,93.37,2,1.73,8.66,Weekday,111.65
35.78,33.57,4,14.93,18.98,Weekend,218.13
40.14,79.94,1,5.34,5.68,Weekday,132.19
43.34,45.06,5,3.5,16.26,Weekday,185.84
35.5,74.82,2,7.94,12.63,Weekday,168.87
29.92,51.5,5,4.43,8.16,Weekend,157.25
33.54,63.38,7,8.56,1.03,Weekday,173.83
41.07,82.45,5,5.58,9.49,Weekend,191.84
32.12,80.31,4,2.11,6.26,Weekday,124.83
15.91,84.98,2,4.25,2.98,Weekday,87.61
42.93,24.47,6,7.02,2.43,Weekend,182.01
35.69,71.9,5,0.48,7.6,Weekday,146.15
35.3,30.5,2,12.33,12.68,Weekend,180.87
21.47,51.19,3,9.95,16.91,Weekend,160.2
34.77,61.14,7,9.62,4.49,Weekend,189.29
26.82,50.21,6,8.74,9.07,Weekday,167.21
34.54,58.97,3,9.45,8.45,Weekday,166.85
18.2,94.74,3,14.95,10.75,Weekend,186.62
34.74,30.14,5,0.14,16.38,Weekday,146.23
44.98,70.66,3,0.76,11.52,Weekday,141.67
16.45,49.7,4,3.06,17.09,Weekday,131.1
44.32,29.98,4,2.68,10.85,Weekday,158.82
27.21,31.91,5,2.9,12.47,Weekday,142.86
41.12,91.2,2,10.75,9.31,Weekday,193.09
38.47,85.97,1,7.35,16.64,Weekday,178.95
32.01,88.03,2,15.87,18.55,Weekday,223.14
37.15,94.36,2,3.63,13.14,Weekday,156.67
41.36,35.62,2,4.97,16.59,Weekend,161.56
27.12,46.66,2,15.75,2.12,Weekend,167.68
24.81,70.19,6,13.31,18.22,Weekday,220.95
35.03,56.29,1,7.52,4.59,Weekday,130
39.24,51.38,6,8.87,5.87,Weekday,195.74
37.87,46.84,3,13.49,2.01,Weekday,171.95
38.93,64.53,7,7.7,19.34,Weekend,237.84
28.07,63.17,2,3.3,17.19,Weekend,156.95
39.54,32.11,7,13.26,18.35,Weekend,262.94
18.61,55.38,4,8.6,17.1,Weekday,158.94
31.33,61.51,5,2.45,10.11,Weekday,159.44
15.17,62.77,5,8.09,18.56,Weekday,170.2
24.74,35.76,6,6.61,19.42,Weekday,183.31
25.99,75.67,6,14.03,10.55,Weekday,207.23
26.89,21.89,4,2.02,4.34,Weekday,113.19
35.86,46.61,2,14,13.51,Weekday,176.29
26.66,78.52,7,8.2,19.53,Weekday,207.16
28.46,62.29,7,6.47,17.57,Weekday,188.46
22.13,39.59,1,2.59,17.37,Weekday,103.69
26.2,72.12,3,11.21,18.74,Weekend,178
21.82,62.55,5,14.83,17.99,Weekday,200.12
17.2,79.72,3,6.01,15.75,Weekday,139.15
33.1,75.13,1,3.87,14.65,Weekday,141.22
35.05,65.76,6,8.88,6.03,Weekend,188.93
33.58,56.61,7,12.74,12.81,Weekday,227.35
28.9,29.99,5,0.06,10.91,Weekend,123.13
26.39,39.6,3,10.1,17.38,Weekday,151.53
40.9,51.43,6,9.54,10.34,Weekend,212
30.57,64.95,1,5.09,3.43,Weekday,112.59
29.38,58.53,3,7.22,1.09,Weekday,128.8
15.77,41.61,7,3.95,13.88,Weekday,139.48
25.24,20.48,2,12.64,11.45,Weekday,156.9
26.41,57.22,6,10.15,7.29,Weekend,176.06
26.96,41.42,1,8.52,4.21,Weekday,109.51
32.41,75.1,3,6.28,9.87,Weekday,168.22
31.01,21.8,7,4.66,2.91,Weekend,156.26
33.24,63.86,2,13.16,7.39,Weekday,170.15
37.95,90.61,2,7.22,8.21,Weekend,147.51
39.39,33.08,1,8.02,9.85,Weekday,144.71
36.54,55.37,4,8.33,9.87,Weekend,178.42
43.67,26.86,7,7.17,5.88,Weekday,199.59
15.55,66.93,7,4.1,17.15,Weekday,146.24
20.87,61.29,5,1.93,7.76,Weekday,134.17
15.23,50.55,1,1.58,5.36,Weekday,72.96
34.42,59.1,2,12.12,4.34,Weekday,150.12
41.94,87.24,2,3.58,7.13,Weekday,156.82
22.3,34.72,1,0.89,2.28,Weekend,70.65
42.81,21.69,4,12.76,1.63,Weekend,168.27
16.81,84.62,5,2.46,12.5,Weekend,135.67
43.03,63.28,3,10,12.76,Weekend,200.57
25.55,86.8,1,5.42,11.06,Weekend,134.24
18.04,64.77,5,2.02,15.48,Weekend,145.23
29.58,80.76,7,6.63,1.74,Weekend,180.92
22.7,52.23,5,0.24,18.78,Weekday,130.13
23.55,76.24,6,13.46,2.81,Weekend,184.82
24.22,88.48,2,8.22,13.81,Weekend,153.6
39.09,62.91,3,2.23,3.53,Weekend,126.04
31.17,33.56,1,3.79,17.72,Weekday,129.81
24.34,40.16,2,7.17,10.7,Weekday,131.11
33.31,34.9,6,3.02,2.56,Weekend,146.59
36.48,38.51,6,4.3,12.72,Weekend,174.38
23.18,42.98,2,8.55,1.17,Weekday,103.61
27.41,61.64,4,13.32,15.74,Weekday,189.25
18.66,64.1,5,6.43,13.36,Weekday,136.12
20.43,51.99,1,11.47,5.04,Weekday,113.57
35.43,66.16,1,14.03,8.12,Weekday,163.79
20.44,26.12,1,3.46,1.15,Weekday,77.5
30.75,26.58,2,12.92,14.18,Weekend,180.4
36.27,32.89,7,12.12,7.13,Weekday,218.41
18.21,58.86,4,5.71,11.86,Weekday,136.14
32.02,36.05,3,15.83,19.18,Weekend,207.02
22.7,41.25,6,4.2,6.69,Weekday,134.95
43.89,50.02,2,4.08,19.81,Weekday,170.59
29.51,80.89,7,12.36,13.02,Weekday,212.58
39.18,21.04,3,6.95,5.6,Weekday,147.01
31.51,68.7,6,5.29,9.3,Weekend,176.14
16.3,70.17,6,2.86,15.07,Weekend,148.75
33.99,79.9,4,12.25,9.48,Weekday,190.77
43.54,89.96,5,12.58,2.3,Weekday,212.1
33.05,21.51,1,9.07,4.2,Weekday,119.55
39.58,31.53,3,15.32,16.03,Weekend,210.67
41.53,86.46,2,5.09,13.32,Weekend,177.7
